"druga","drugb","weight"
"325","680","3"
"335","372","3"
"267","902","2"
"303","1384","2"
"325","708","3"
"335","399","3"
"335","408","2"
"2338","3850","2"
"268","1453","3"
"172","5444","2"
"325","728","4"
"335","421","2"
"335","425","2"
"325","751","2"
"326","721","2"
"325","753","4"
"141","2631","7"
"51","995","2"
"335","449","2"
"325","747","2"
"248","601","4"
"6384","9550","2"
"94","200","2"
"335","482","3"
"262","2760","2"
"218","4125","4"
"325","810","3"
"222","349","3"
"195","4842","2"
"131","6827","2"
"68","399","3"
"69","1251","4"
"1790","20934","2"
"200","4697","2"
"146","267","2"
"164","566","3"
"4125","14103","2"
"267","2631","10"
"131","521","4"
"220","608","2"
"306","1433","2"
"251","3146","2"
"147","6396","2"
"335","564","3"
"335","573","3"
"241","3493","2"
"191","5048","2"
"261","2879","2"
"242","248","4"
"312","1323","2"
"325","921","2"
"5949","22332","4"
"335","620","3"
"335","621","3"
"344","349","5"
"326","921","2"
"267","747","2"
"120","5949","2"
"99","840","2"
"335","667","3"
"267","364","2"
"223","4148","2"
"141","5417","3"
"65","921","2"
"335","680","3"
"31","2479","2"
"4440","4506","2"
"346","372","2"
"312","1433","2"
"101","364","2"
"225","4148","2"
"346","399","3"
"327","990","2"
"188","364","2"
"346","417","2"
"346","418","2"
"65","745","2"
"125","251","2"
"133","243","2"
"65","364","2"
"335","777","3"
"129","267","3"
"94","510","2"
"154","187","2"
"324","1135","2"
"64","940","4"
"268","326","3"
"349","372","5"
"223","364","2"
"335","810","3"
"98","5949","4"
"253","877","2"
"129","6686","3"
"2273","6290","2"
"349","399","5"
"64","1238","2"
"129","7225","3"
"129","7226","2"
"269","2887","2"
"335","840","2"
"195","5200","2"
"65","2466","3"
"345","573","2"
"349","449","4"
"243","1729","2"
"349","462","2"
"348","495","2"
"346","559","3"
"144","6827","14"
"200","2948","3"
"98","510","5"
"267","749","2"
"261","1943","2"
"98","4952","2"
"162","6290","3"
"120","2948","2"
"2293","5779","4"
"69","9152","3"
"223","772","3"
"133","2067","2"
"51","5486","2"
"346","620","2"
"349","539","3"
"294","2258","3"
"349","563","7"
"255","3493","2"
"227","4368","2"
"227","4370","2"
"2293","5854","4"
"349","599","2"
"256","3493","2"
"159","6496","2"
"291","2419","2"
"335","990","2"
"242","3850","2"
"325","1366","3"
"349","608","2"
"332","615","2"
"200","1179","2"
"293","2392","2"
"349","657","2"
"346","753","2"
"224","4571","2"
"349","708","2"
"268","522","3"
"347","777","2"
"216","657","3"
"251","521","2"
"267","421","2"
"220","267","3"
"349","751","2"
"242","243","3"
"298","2336","2"
"253","809","4"
"261","3493","2"
"303","2195","2"
"349","773","3"
"65","267","2"
"360","451","7"
"120","268","5"
"98","449","3"
"142","1112","4"
"120","522","3"
"295","2481","2"
"360","469","31"
"82","196","2"
"94","98","5"
"349","840","2"
"145","262","3"
"364","378","2"
"346","943","2"
"98","120","2"
"60","364","2"
"94","120","2"
"60","1693","2"
"364","399","2"
"98","520","5"
"364","404","2"
"144","7225","3"
"144","7226","2"
"191","5775","4"
"141","999","2"
"364","417","2"
"80","1351","2"
"69","657","3"
"364","425","3"
"144","225","7"
"77","145","5"
"364","430","8"
"156","325","5"
"335","1353","2"
"129","840","3"
"367","372","4"
"335","1366","3"
"65","421","2"
"2273","6827","3"
"147","7225","3"
"147","7226","2"
"60","9929","2"
"248","620","2"
"65","608","2"
"349","987","2"
"196","485","2"
"94","520","2"
"325","1745","3"
"306","2336","2"
"162","6827","3"
"218","5077","3"
"364","553","2"
"325","1800","2"
"346","1152","3"
"366","539","15"
"364","596","2"
"120","421","2"
"326","1800","2"
"367","544","3"
"370","452","3"
"367","519","3"
"364","635","2"
"367","558","2"
"80","9420","2"
"364","656","2"
"174","6547","5"
"165","6827","4"
"372","399","5"
"364","608","2"
"372","418","3"
"171","216","2"
"372","430","2"
"242","4457","2"
"364","692","2"
"349","1145","4"
"120","519","2"
"364","708","2"
"346","1267","4"
"367","620","3"
"68","1249","3"
"372","462","2"
"125","129","2"
"125","131","4"
"372","421","2"
"312","2338","2"
"367","640","6"
"94","5949","2"
"144","421","3"
"5949","19938","4"
"346","1305","2"
"364","751","2"
"364","753","10"
"332","476","2"
"2400","3184","2"
"2317","3743","2"
"364","767","2"
"376","399","5"
"364","774","2"
"364","779","2"
"268","519","2"
"368","667","2"
"119","1251","2"
"372","563","3"
"372","558","3"
"349","1278","2"
"129","3446","2"
"373","539","12"
"373","540","2"
"145","485","2"
"367","745","3"
"80","485","2"
"378","430","4"
"200","5949","2"
"372","620","28"
"43","1091","2"
"349","1353","2"
"364","881","2"
"372","646","2"
"372","657","3"
"364","891","3"
"372","667","2"
"303","2808","2"
"367","829","2"
"181","6597","3"
"364","924","2"
"364","940","4"
"69","216","8"
"248","267","2"
"99","129","2"
"216","399","3"
"154","572","2"
"131","563","3"
"60","380","2"
"133","628","2"
"26","573","2"
"65","98","2"
"60","1091","2"
"69","399","4"
"94","3793","2"
"372","745","9"
"367","905","2"
"372","753","7"
"262","345","2"
"94","2948","3"
"376","657","2"
"349","1497","2"
"51","4182","4"
"86","1269","2"
"365","1007","5"
"364","1040","2"
"2","2678","2"
"372","800","2"
"69","345","2"
"5949","15228","4"
"120","510","2"
"104","2580","2"
"372","829","3"
"287","3469","3"
"364","1095","2"
"364","1106","2"
"367","1018","2"
"173","364","3"
"368","990","2"
"372","868","5"
"325","2336","3"
"335","2048","2"
"366","1096","12"
"364","1145","3"
"195","6405","2"
"77","196","2"
"312","2796","2"
"378","751","6"
"378","753","2"
"372","896","3"
"372","943","4"
"196","1351","2"
"291","3467","2"
"94","399","4"
"372","773","2"
"366","1152","9"
"269","4160","2"
"43","8683","2"
"372","979","4"
"77","1351","2"
"60","650","2"
"364","1238","2"
"154","251","2"
"243","1346","2"
"131","225","2"
"375","921","2"
"69","262","4"
"65","3283","2"
"239","5156","4"
"80","219","2"
"65","414","3"
"225","563","2"
"360","1433","20"
"154","563","2"
"216","1249","2"
"60","590","2"
"372","1088","3"
"349","1803","2"
"82","773","2"
"96","476","4"
"376","979","3"
"325","2562","6"
"60","635","2"
"378","940","2"
"373","1096","8"
"186","6894","4"
"81","563","2"
"372","1135","2"
"367","1294","2"
"293","3589","2"
"94","171","2"
"372","1145","5"
"131","1482","2"
"135","372","3"
"60","8683","2"
"82","563","3"
"262","573","3"
"52","650","2"
"191","787","2"
"200","510","3"
"174","7313","3"
"373","1152","7"
"65","840","2"
"372","1194","3"
"40","467","2"
"196","987","2"
"239","276","4"
"2","2235","5"
"327","2601","2"
"372","1208","4"
"243","1557","2"
"195","708","3"
"366","1410","12"
"144","8292","2"
"77","82","3"
"399","400","3"
"399","408","2"
"312","3108","2"
"372","1251","3"
"82","246","2"
"57","467","4"
"172","2132","5"
"60","83","2"
"98","1269","2"
"372","1294","3"
"267","4556","5"
"366","1494","2"
"346","2117","3"
"246","467","2"
"165","7739","2"
"401","431","2"
"399","467","2"
"43","1092","2"
"372","1353","2"
"267","4635","3"
"368","1506","2"
"267","4638","2"
"399","558","2"
"77","1231","2"
"399","563","3"
"345","1251","2"
"82","1351","2"
"399","569","3"
"40","1693","2"
"404","430","4"
"89","467","4"
"335","2562","6"
"345","372","2"
"399","590","2"
"399","573","3"
"373","1410","14"
"267","4697","5"
"399","607","2"
"287","4089","2"
"372","1453","2"
"399","620","3"
"399","621","4"
"154","467","2"
"366","1649","5"
"60","563","2"
"146","608","3"
"399","635","2"
"267","4737","2"
"402","563","2"
"399","657","2"
"372","1497","15"
"57","1674","4"
"150","262","2"
"69","171","2"
"83","467","2"
"358","1955","2"
"267","4778","2"
"60","467","6"
"216","6363","2"
"60","762","2"
"360","1907","2"
"133","8954","2"
"291","4089","2"
"378","1393","2"
"4506","4507","2"
"399","753","2"
"399","754","2"
"399","755","2"
"408","482","3"
"408","485","2"
"239","1453","3"
"76","200","3"
"399","773","8"
"43","3570","2"
"43","1260","2"
"28","68","4"
"43","1120","2"
"400","800","2"
"294","4089","2"
"405","657","2"
"373","1649","7"
"399","842","2"
"131","770","2"
"94","153","3"
"408","573","2"
"227","6193","2"
"360","2077","2"
"402","773","4"
"60","1092","2"
"99","10181","2"
"291","4243","2"
"414","431","3"
"227","6229","2"
"404","753","2"
"60","246","3"
"346","2559","2"
"77","2391","4"
"293","558","2"
"349","2479","2"
"82","467","2"
"43","650","2"
"82","485","2"
"2338","6384","2"
"372","1803","6"
"346","467","2"
"325","414","2"
"412","573","2"
"399","979","6"
"418","421","7"
"82","399","4"
"372","1853","8"
"145","1141","2"
"2317","7103","2"
"408","753","2"
"399","1033","2"
"415","539","9"
"415","540","10"
"418","449","2"
"372","1875","2"
"358","2318","2"
"287","4523","2"
"408","773","2"
"57","1224","5"
"360","2278","2"
"43","1693","2"
"418","510","3"
"399","1101","2"
"418","518","2"
"346","2750","4"
"89","1674","4"
"417","559","2"
"267","5211","3"
"367","2119","2"
"408","864","2"
"133","1007","2"
"420","502","5"
"312","3850","2"
"413","721","2"
"153","414","2"
"291","4523","2"
"364","2267","2"
"267","5278","5"
"414","721","2"
"60","1260","2"
"414","728","3"
"6568","6569","7"
"399","1147","2"
"216","6894","5"
"133","563","3"
"418","641","3"
"372","2067","4"
"195","7560","2"
"195","7562","2"
"195","7561","2"
"425","430","4"
"364","2336","4"
"294","4523","2"
"218","6894","3"
"425","482","2"
"372","2131","2"
"399","1305","2"
"417","753","2"
"414","840","2"
"421","620","2"
"267","5417","3"
"2419","4243","6"
"405","1145","2"
"81","467","2"
"191","7808","3"
"165","239","5"
"77","628","2"
"76","522","2"
"126","9856","2"
"410","1062","2"
"408","1116","3"
"143","1719","2"
"408","1144","2"
"408","1143","2"
"52","563","2"
"425","629","2"
"2286","8481","2"
"408","1165","2"
"372","2286","2"
"372","2288","4"
"372","2289","4"
"3848","25517","4"
"279","5156","3"
"249","3848","2"
"372","2316","5"
"69","979","2"
"418","896","2"
"422","777","2"
"91","5263","2"
"372","2336","6"
"129","558","2"
"418","921","3"
"430","553","3"
"242","6384","2"
"418","943","2"
"425","728","2"
"2419","4457","2"
"425","753","2"
"2318","7612","4"
"418","990","3"
"430","620","3"
"425","777","2"
"172","493","3"
"415","1096","7"
"415","1097","2"
"2276","8941","4"
"418","1007","3"
"143","360","17"
"294","674","3"
"430","656","4"
"430","657","2"
"349","3174","32"
"89","1224","4"
"80","1231","3"
"426","810","2"
"415","1152","3"
"428","753","2"
"43","762","2"
"76","4656","2"
"69","1745","2"
"430","708","4"
"43","773","2"
"428","777","3"
"125","162","2"
"129","10051","3"
"129","10053","3"
"378","2336","4"
"421","1007","5"
"338","3590","2"
"66","90","2"
"43","346","2"
"430","753","9"
"399","1693","2"
"43","979","2"
"69","1231","2"
"2338","7166","2"
"90","147","2"
"269","5775","2"
"60","630","4"
"65","172","2"
"269","5796","7"
"418","1179","2"
"136","9929","2"
"372","2631","5"
"325","4089","2"
"51","345","3"
"224","7240","2"
"119","345","2"
"60","1745","5"
"430","868","2"
"8356","17306","2"
"14194","24950","4"
"69","2760","2"
"366","2879","2"
"434","777","2"
"239","6827","3"
"239","279","2"
"82","1693","2"
"262","3570","2"
"414","1419","2"
"133","2390","2"
"238","6894","3"
"415","1410","10"
"82","262","2"
"141","181","2"
"2391","3750","2"
"191","2698","3"
"413","1488","2"
"372","2760","2"
"141","9931","3"
"126","2147","2"
"147","162","2"
"144","9856","2"
"154","372","2"
"3848","25519","2"
"367","399","2"
"142","9931","6"
"158","672","5"
"28","123","3"
"418","1405","2"
"349","633","3"
"94","143","2"
"77","2147","2"
"77","2150","2"
"90","293","3"
"418","1455","2"
"147","9856","2"
"418","1453","2"
"430","1095","4"
"65","2825","2"
"430","1106","4"
"451","469","9"
"69","687","2"
"133","180","3"
"430","1145","2"
"140","267","2"
"85","216","2"
"43","590","2"
"154","262","2"
"447","630","2"
"412","1729","4"
"431","1141","2"
"444","746","3"
"235","7225","3"
"235","7226","2"
"415","1649","4"
"60","720","2"
"60","1794","2"
"392","1604","2"
"94","147","3"
"77","8323","2"
"401","1990","2"
"60","1054","3"
"430","1158","2"
"349","3725","18"
"65","131","5"
"367","3174","3"
"248","6863","2"
"452","544","2"
"408","1919","2"
"131","218","2"
"31","89","2"
"430","1251","2"
"43","2666","2"
"325","4523","2"
"2119","14447","3"
"449","687","2"
"172","372","3"
"140","2278","4"
"9799","25517","2"
"453","609","3"
"372","3125","2"
"126","2760","2"
"242","7166","2"
"253","6827","2"
"449","753","2"
"134","2391","2"
"372","3146","3"
"360","617","2"
"69","630","2"
"60","126","2"
"3848","25518","2"
"193","493","2"
"218","2825","2"
"43","205","2"
"77","894","2"
"444","1000","2"
"251","1419","2"
"69","692","4"
"444","1006","12"
"449","861","2"
"51","2631","5"
"52","467","2"
"123","692","3"
"131","1990","2"
"76","6590","2"
"4457","7739","2"
"448","605","6"
"367","3470","2"
"119","1292","3"
"134","262","2"
"366","3511","2"
"404","2336","2"
"119","150","2"
"60","447","2"
"140","1619","7"
"4523","4603","2"
"444","1112","3"
"158","671","4"
"444","1127","2"
"94","511","2"
"4125","10841","6"
"399","2547","3"
"191","2329","2"
"77","601","2"
"3750","24081","2"
"43","69","2"
"69","559","2"
"462","630","2"
"2147","2760","4"
"174","9568","3"
"174","9569","3"
"174","9570","3"
"6384","13666","2"
"253","7122","2"
"140","2631","2"
"6384","13667","2"
"408","2327","2"
"262","2391","2"
"3570","25228","2"
"2278","4125","5"
"453","952","2"
"430","1674","2"
"5765","25517","2"
"469","471","2"
"125","6765","2"
"469","476","2"
"155","216","3"
"469","495","2"
"413","2238","2"
"462","721","2"
"417","2117","2"
"467","563","2"
"143","186","2"
"60","2760","4"
"119","1785","2"
"467","590","2"
"144","10607","3"
"373","3511","3"
"80","349","3"
"462","754","2"
"431","1729","2"
"76","493","2"
"143","1619","5"
"69","82","3"
"159","1129","2"
"467","630","2"
"156","261","2"
"467","635","2"
"126","630","2"
"443","1364","3"
"467","650","2"
"140","4125","2"
"430","1803","2"
"469","605","3"
"444","1384","2"
"43","450","2"
"141","10782","2"
"3848","14218","2"
"469","617","3"
"180","9577","2"
"85","123","3"
"69","2147","2"
"418","2208","2"
"373","3612","2"
"142","10782","2"
"467","708","2"
"134","601","3"
"14609","21005","2"
"140","10841","3"
"412","2465","2"
"467","762","2"
"77","7911","2"
"218","248","2"
"467","773","2"
"14218","25517","2"
"176","367","3"
"473","620","2"
"94","125","3"
"191","9375","16"
"191","9376","4"
"144","1660","2"
"476","540","2"
"68","1419","2"
"155","6590","2"
"469","773","2"
"248","607","2"
"469","779","2"
"469","787","2"
"216","247","2"
"94","498","3"
"69","493","4"
"267","751","4"
"145","992","2"
"123","4050","2"
"60","1880","5"
"172","10051","2"
"172","10053","2"
"145","601","2"
"448","518","9"
"147","262","3"
"451","1433","2"
"134","8781","2"
"418","2465","3"
"247","1674","2"
"94","5149","2"
"3750","25996","3"
"77","3750","2"
"143","451","3"
"408","2833","2"
"425","2336","2"
"482","572","2"
"399","3146","2"
"119","1391","3"
"479","672","3"
"412","2760","2"
"77","8781","2"
"133","980","2"
"68","1351","2"
"462","1231","3"
"59","5343","2"
"96","2144","2"
"482","620","2"
"125","367","6"
"467","1091","2"
"467","1092","2"
"162","402","2"
"227","8547","2"
"227","8548","2"
"227","8549","2"
"227","8551","2"
"227","8552","2"
"227","8553","2"
"227","8554","2"
"227","8555","2"
"227","8556","2"
"479","747","3"
"227","8550","2"
"430","2267","4"
"467","1120","2"
"479","749","3"
"94","139","2"
"487","520","3"
"40","1660","2"
"69","119","3"
"284","6827","3"
"31","14678","2"
"372","628","2"
"7911","25996","3"
"418","2698","2"
"145","2391","2"
"430","2336","8"
"119","8977","3"
"482","728","3"
"216","3620","2"
"402","941","2"
"7911","24081","2"
"267","1316","2"
"60","144","6"
"239","8292","2"
"467","1224","4"
"1316","27413","2"
"482","777","3"
"12","646","3"
"462","1405","2"
"37","216","2"
"482","787","2"
"141","1068","6"
"467","1260","2"
"469","1204","2"
"2150","2391","2"
"44","216","2"
"408","3123","2"
"266","7540","2"
"2318","9466","2"
"462","1467","2"
"119","491","2"
"147","1800","2"
"269","7472","2"
"485","777","2"
"68","1145","2"
"485","753","2"
"267","7548","3"
"419","2833","2"
"372","473","2"
"248","1488","5"
"99","12780","2"
"99","12781","2"
"99","12782","2"
"216","522","2"
"495","522","2"
"64","522","2"
"469","1334","2"
"119","258","2"
"451","1907","2"
"239","8481","2"
"191","519","11"
"68","1853","2"
"242","646","2"
"476","1152","2"
"2278","10841","6"
"399","3570","6"
"495","607","2"
"469","1421","2"
"469","1433","9"
"200","1269","2"
"447","2147","2"
"125","657","2"
"461","1721","4"
"496","641","2"
"150","216","2"
"312","6384","2"
"482","1141","2"
"372","4556","3"
"144","2316","5"
"77","992","2"
"372","2293","3"
"497","708","2"
"502","559","3"
"414","3283","2"
"269","3037","2"
"430","860","2"
"469","1610","2"
"467","1674","4"
"493","870","2"
"473","1497","2"
"2193","13719","2"
"372","1316","2"
"467","1693","2"
"378","4457","2"
"444","2419","3"
"420","3174","3"
"506","510","4"
"35","579","2"
"498","763","2"
"191","416","2"
"507","508","9"
"495","881","2"
"507","510","33"
"399","3859","2"
"372","4697","3"
"418","3278","2"
"242","751","2"
"508","510","24"
"140","10328","5"
"94","2176","2"
"144","628","4"
"372","4737","2"
"51","14704","2"
"267","628","3"
"123","539","2"
"509","510","2"
"431","2948","2"
"501","785","2"
"141","168","5"
"495","979","4"
"510","520","5"
"248","2760","2"
"141","185","4"
"65","628","3"
"239","1180","3"
"155","2760","2"
"141","948","4"
"495","1004","2"
"495","1007","2"
"248","926","4"
"180","774","2"
"485","1337","2"
"145","1294","2"
"510","566","3"
"191","305","2"
"453","2338","2"
"485","1351","2"
"131","242","2"
"162","941","2"
"482","1472","2"
"469","1877","2"
"168","185","4"
"399","4051","2"
"493","1147","2"
"119","1116","2"
"119","1729","4"
"469","1907","2"
"191","935","3"
"510","641","2"
"510","650","4"
"498","1036","2"
"430","3146","2"
"510","667","3"
"2338","9550","2"
"33","15474","2"
"408","3859","2"
"2547","3086","3"
"495","1164","2"
"2391","7911","2"
"180","787","2"
"462","2147","2"
"243","7225","3"
"133","2408","2"
"216","940","2"
"502","990","2"
"267","8330","3"
"469","2077","2"
"447","2760","2"
"76","573","2"
"68","1800","2"
"469","2108","2"
"495","1316","2"
"518","605","6"
"495","1323","2"
"514","522","2"
"218","9931","7"
"65","1800","2"
"12","926","2"
"191","3037","9"
"76","1316","2"
"519","628","2"
"508","974","2"
"346","539","2"
"51","2117","2"
"372","5211","2"
"185","1006","4"
"64","1729","2"
"185","725","4"
"131","924","2"
"185","303","4"
"147","2760","3"
"510","974","4"
"495","1453","2"
"510","987","6"
"469","2267","4"
"509","1036","2"
"168","2428","4"
"510","1007","5"
"133","135","2"
"469","2278","2"
"6386","15474","2"
"312","7166","2"
"453","2796","2"
"349","5558","3"
"180","1393","2"
"185","959","4"
"68","1874","2"
"133","179","3"
"180","4506","2"
"291","7852","2"
"291","7853","2"
"291","7854","2"
"291","7855","2"
"291","7856","2"
"291","7857","4"
"291","7858","2"
"291","7859","2"
"291","7860","2"
"399","4513","2"
"168","948","4"
"147","399","2"
"2391","8323","2"
"191","987","5"
"180","6396","2"
"2336","10051","2"
"2336","10053","2"
"44","349","2"
"495","1596","2"
"59","1421","2"
"444","3184","2"
"495","1605","2"
"141","2428","4"
"239","1419","2"
"141","959","4"
"68","147","3"
"28","1729","2"
"68","154","3"
"52","3743","2"
"510","1179","2"
"399","4628","3"
"267","8727","5"
"133","3570","2"
"303","948","4"
"64","154","2"
"69","173","2"
"510","1222","2"
"144","6015","2"
"520","921","3"
"242","9550","2"
"531","605","2"
"495","1722","2"
"469","2535","2"
"519","987","3"
"144","1141","2"
"462","2760","2"
"131","1088","2"
"168","1006","6"
"31","561","2"
"418","4146","2"
"44","346","2"
"176","180","2"
"31","1800","2"
"510","1320","3"
"2408","3743","2"
"69","2117","3"
"14","3174","3"
"153","2666","2"
"129","262","2"
"20","773","2"
"510","1337","4"
"200","364","2"
"469","2611","4"
"453","3108","3"
"180","253","2"
"12","2760","2"
"523","956","2"
"125","418","2"
"476","539","5"
"147","1455","2"
"1419","27413","2"
"31","123","2"
"98","628","3"
"98","131","3"
"185","2428","4"
"133","2649","2"
"267","8941","3"
"3389","28527","2"
"28","64","3"
"1264","28527","2"
"528","864","2"
"12","751","2"
"180","923","2"
"539","540","8"
"217","6894","2"
"303","2428","4"
"94","179","2"
"144","1803","2"
"119","566","3"
"520","1179","3"
"2419","7857","2"
"523","1112","2"
"1788","27413","2"
"364","1491","2"
"99","2339","5"
"495","2013","2"
"2391","8781","2"
"69","180","3"
"1524","28527","2"
"520","1269","2"
"133","3118","2"
"131","774","3"
"444","1005","2"
"510","1599","2"
"76","692","3"
"185","948","4"
"365","2948","2"
"172","2776","2"
"31","2770","2"
"269","311","2"
"131","2649","2"
"52","3118","2"
"269","3118","2"
"64","15474","4"
"242","9956","2"
"6324","6854","6"
"217","1152","6"
"133","787","2"
"123","150","3"
"2059","6015","2"
"150","774","2"
"144","1728","2"
"94","14609","2"
"218","10782","2"
"519","1453","2"
"180","5538","2"
"547","605","2"
"51","2304","2"
"51","251","2"
"172","1524","2"
"133","269","2"
"248","1393","2"
"248","2649","2"
"349","566","2"
"180","248","2"
"372","408","4"
"311","2408","2"
"469","3076","2"
"469","3081","2"
"510","1813","5"
"325","7548","2"
"266","1126","2"
"216","349","2"
"119","412","4"
"126","13711","2"
"522","1453","2"
"349","6827","4"
"269","2408","2"
"173","200","2"
"65","69","2"
"179","180","2"
"136","4540","2"
"364","6386","2"
"94","1393","2"
"154","1874","2"
"60","420","2"
"180","2649","2"
"143","217","2"
"119","311","2"
"131","923","2"
"69","347","2"
"420","1131","3"
"553","605","2"
"220","10911","2"
"51","9152","2"
"311","3743","2"
"133","270","2"
"266","1129","2"
"553","620","2"
"133","2317","2"
"131","180","5"
"129","1996","2"
"213","1729","2"
"6324","8902","17"
"153","3038","2"
"321","7857","2"
"539","1096","15"
"539","1097","2"
"519","1727","3"
"119","269","4"
"540","1096","12"
"540","1097","2"
"76","1800","2"
"539","1152","9"
"68","180","2"
"129","3570","2"
"476","3112","2"
"558","573","3"
"534","1320","2"
"133","3743","2"
"119","2408","2"
"418","1996","2"
"123","14073","2"
"131","787","4"
"453","3850","2"
"540","1152","3"
"553","753","2"
"69","200","2"
"558","620","2"
"76","345","2"
"522","1745","2"
"218","736","2"
"143","144","2"
"14","7225","3"
"495","2611","2"
"559","630","2"
"133","311","2"
"558","667","2"
"31","1088","2"
"556","753","2"
"52","269","2"
"444","4243","4"
"553","868","2"
"4576","7230","2"
"266","1005","4"
"469","3493","2"
"172","3389","2"
"2376","9929","2"
"16948","16949","4"
"16948","16950","4"
"558","773","2"
"558","774","4"
"16949","16950","4"
"553","940","2"
"172","1875","2"
"69","376","3"
"559","773","2"
"69","566","3"
"511","2176","2"
"69","923","2"
"2607","2833","2"
"539","1410","16"
"176","270","2"
"119","4146","2"
"119","3118","2"
"94","15228","2"
"8759","8761","2"
"540","1410","9"
"6324","9410","2"
"222","4148","4"
"144","13711","2"
"8760","8761","2"
"566","641","2"
"563","745","2"
"52","119","2"
"563","753","2"
"267","9931","5"
"52","311","2"
"133","399","3"
"521","2072","2"
"20","220","2"
"563","770","2"
"69","164","5"
"94","270","4"
"133","1393","2"
"564","754","2"
"366","6894","3"
"239","268","5"
"98","15228","4"
"147","13711","2"
"510","2465","3"
"558","979","2"
"129","418","4"
"553","1145","3"
"91","15479","2"
"136","14103","2"
"311","3118","2"
"69","76","2"
"129","136","3"
"2408","3118","2"
"521","2193","2"
"129","150","2"
"539","1649","6"
"143","1996","4"
"76","2316","2"
"60","3790","2"
"408","5730","2"
"540","1649","4"
"550","1340","2"
"147","149","4"
"573","641","2"
"269","3743","2"
"180","270","2"
"539","1729","2"
"53","144","2"
"573","692","5"
"564","979","3"
"577","578","2"
"373","6894","2"
"372","6936","8"
"577","579","4"
"141","14103","2"
"254","1152","2"
"76","378","2"
"94","180","2"
"558","1208","2"
"572","777","2"
"572","787","2"
"47","418","2"
"282","4540","2"
"327","8406","2"
"327","8407","2"
"408","5910","2"
"467","4089","2"
"556","1337","2"
"573","810","5"
"539","1884","3"
"563","1145","2"
"367","7225","3"
"367","7226","2"
"101","15474","2"
"380","6827","4"
"51","376","2"
"98","176","4"
"520","2536","2"
"248","10930","2"
"485","3620","2"
"495","3313","2"
"540","1939","5"
"540","1943","2"
"136","282","2"
"510","2887","2"
"2497","6827","2"
"358","7612","2"
"558","1419","2"
"496","3362","2"
"364","7455","2"
"569","1103","5"
"266","10498","2"
"136","174","2"
"510","2948","4"
"51","1607","2"
"94","2649","2"
"82","133","2"
"2547","5375","3"
"84","810","2"
"495","3473","4"
"268","2515","3"
"60","325","2"
"523","2631","2"
"51","262","2"
"248","4280","2"
"2611","3473","2"
"556","1648","2"
"4556","8727","2"
"52","2408","2"
"589","641","2"
"469","4368","2"
"51","680","2"
"590","635","2"
"372","378","3"
"563","1482","3"
"120","15228","2"
"82","123","2"
"6396","17306","4"
"132","1193","2"
"592","630","2"
"467","4523","2"
"133","172","4"
"200","12804","2"
"248","1606","2"
"180","413","2"
"10181","20964","5"
"569","1420","2"
"132","774","2"
"2547","5655","3"
"520","2948","5"
"573","1316","2"
"558","1800","2"
"239","2515","2"
"469","4571","2"
"251","462","2"
"365","7808","2"
"82","1745","3"
"594","758","2"
"180","13593","2"
"312","9550","2"
"147","14678","2"
"573","1487","2"
"267","399","2"
"293","10181","2"
"82","85","2"
"25","172","2"
"123","422","2"
"133","1488","6"
"408","6672","2"
"2316","2336","2"
"119","418","3"
"267","1046","2"
"82","687","2"
"558","2067","2"
"144","378","5"
"53","164","3"
"282","2392","2"
"570","1729","2"
"60","1800","3"
"20","267","3"
"14","2336","2"
"94","935","3"
"559","2117","2"
"12","1121","2"
"553","2318","2"
"520","3343","2"
"559","2147","2"
"282","865","2"
"469","2013","8"
"497","4089","2"
"119","3743","2"
"144","2509","2"
"248","980","2"
"564","2067","2"
"172","528","2"
"425","6396","2"
"539","2879","2"
"558","2293","3"
"607","773","2"
"608","746","2"
"608","747","2"
"608","748","2"
"608","749","2"
"608","753","3"
"602","940","2"
"573","1851","2"
"469","5077","3"
"601","992","2"
"608","777","2"
"25","133","2"
"144","1145","4"
"144","474","2"
"135","620","2"
"2601","4598","2"
"569","2083","2"
"154","243","2"
"76","2336","4"
"25","248","2"
"608","902","2"
"76","751","2"
"125","133","3"
"556","2528","2"
"608","930","2"
"30","133","4"
"607","979","3"
"248","635","2"
"82","242","2"
"20","1046","3"
"609","952","2"
"617","707","2"
"617","706","3"
"617","710","4"
"620","621","2"
"372","8330","3"
"4598","8406","2"
"4598","8407","2"
"1932","25517","2"
"573","2117","2"
"620","657","3"
"608","1035","2"
"620","667","2"
"617","763","2"
"620","687","2"
"601","1294","2"
"497","4523","2"
"620","728","2"
"8323","24081","2"
"531","3493","2"
"119","1224","2"
"620","745","4"
"172","779","2"
"620","753","3"
"608","1141","2"
"82","248","3"
"248","6324","2"
"172","14678","2"
"566","2465","2"
"172","14679","2"
"621","773","3"
"605","1270","2"
"120","375","2"
"620","810","2"
"147","15474","2"
"247","751","2"
"248","569","4"
"141","15669","2"
"599","1472","2"
"564","2562","2"
"147","628","2"
"133","1745","2"
"142","15669","2"
"627","639","2"
"4514","9448","4"
"418","7125","2"
"172","1224","4"
"620","868","2"
"559","2760","2"
"594","1682","2"
"628","629","4"
"119","135","2"
"620","896","3"
"140","218","2"
"367","8761","2"
"2666","3038","2"
"605","1395","2"
"605","1396","2"
"608","1305","2"
"620","943","6"
"630","640","2"
"39","825","2"
"82","620","2"
"253","267","3"
"629","703","2"
