SOURCE,TARGET,WEIGHT
Skin Abnormalities,Wolf-Hirschhorn Syndrome,0.80269650829806
Spherocytosis_ Hereditary,Jaundice_ Chronic Idiopathic,0.924076307295669
Diabetes Mellitus_ Type 1,Diabetic Nephropathies,0.971420233008513
Diabetes Mellitus_ Type 1,Albuminuria,0.974955248868181
Diabetes Mellitus_ Type 1,Hypertrophy_ Left Ventricular,0.817624391361878
Diabetes Mellitus_ Type 1,Diabetic Angiopathies,0.93470814921448
Diabetes Mellitus_ Type 1,Polycystic Kidney_ Autosomal Dominant,0.804100291357799
Diabetes Mellitus_ Type 2,Hypertrophy_ Left Ventricular,0.9210332296929
Diabetes Mellitus_ Type 2,Metabolic Syndrome X,0.800637269170307
Diabetes Mellitus_ Type 2,Hyperuricemia,0.952947466630425
Diabetes Mellitus_ Type 2,Diabetes Mellitus,0.860878948016831
Diabetes Mellitus_ Type 2,Diabetic Angiopathies,0.811618040163274
alpha-Thalassemia,Hydrops Fetalis,0.954007723995419
alpha-Thalassemia,Anemia_ Diamond-Blackfan,0.907145964328487
alpha-Thalassemia,Myeloproliferative Disorders,0.807156167760423
von Willebrand Diseases,Factor XI Deficiency,0.863330464190422
von Willebrand Diseases,Hemorrhagic Disorders,0.914861974334502
von Willebrand Diseases,Thrombasthenia,0.878044774047157
von Willebrand Diseases,Hemophilia B,0.868345194496655
Hyperventilation,Panic Disorder,0.900016562075797
Adenocarcinoma,Gastrointestinal Neoplasms,0.869536330279613
Metabolism_ Inborn Errors,Smith-Lemli-Opitz Syndrome,0.81841650542723
Metabolism_ Inborn Errors,Lipid Metabolism_ Inborn Errors,0.802633360983868
Metabolism_ Inborn Errors,Macrocephaly,0.814885460209884
Metabolism_ Inborn Errors,Chromosome Disorders,0.913981406043038
Metabolism_ Inborn Errors,Craniofacial Dysostosis,0.850674728820386
Metabolism_ Inborn Errors,Dwarfism,0.865323122506244
Metabolism_ Inborn Errors,Orofaciodigital Syndromes,0.813825688222714
Metabolism_ Inborn Errors,Amino Acid Metabolism_ Inborn Errors,0.947554367622162
Metabolism_ Inborn Errors,Fibromatosis_ Gingival,0.883398110987573
Metabolism_ Inborn Errors,Phenylketonurias,0.875297154970802
Metabolism_ Inborn Errors,Klinefelter Syndrome,0.826796743251572
Metabolism_ Inborn Errors,Spasms_ Infantile,0.802149521954769
Metabolism_ Inborn Errors,Fragile X Syndrome,0.824392469362103
Metabolism_ Inborn Errors,Tuberous Sclerosis,0.830849308299061
Metabolism_ Inborn Errors,Syndactyly,0.82086445337495
Metabolism_ Inborn Errors,Craniosynostoses,0.827955050342275
Metabolism_ Inborn Errors,Carbohydrate Metabolism_ Inborn Errors,0.841362846219267
Metabolism_ Inborn Errors,Polydactyly,0.862304392999599
Metabolism_ Inborn Errors,Xeroderma Pigmentosum,0.887376682091218
Metabolism_ Inborn Errors,Hand Deformities_ Congenital,0.810639426027507
Metabolism_ Inborn Errors,Homocystinuria,0.843934837901839
Metabolism_ Inborn Errors,Chromosome Breakage,0.859959313297337
Metabolism_ Inborn Errors,Wolf-Hirschhorn Syndrome,0.884270615766278
Metabolism_ Inborn Errors,Maple Syrup Urine Disease,0.872954476604023
Folliculitis,Keloid,0.912685303144674
Bacteremia,Malaria,0.8251501093372
Bacteremia,Neutropenia,0.929571509019911
Bacteremia,Bacterial Infections,0.811207047970596
Bacteremia,Sepsis,0.811893830964658
Nephrolithiasis,Dent Disease,0.942832628434368
Malaria,Malaria_ Falciparum,0.907299826532789
Malaria,Neutropenia,0.819811264617879
Malaria,Agranulocytosis,0.821138144719992
Intestinal Perforation,Peritonitis,0.958109850457283
Stomach Diseases,Stomach Ulcer,0.898721480126295
Mucopolysaccharidosis IV,Chromosome Breakage,0.841992241581443
Ovarian Neoplasms,46_ XY Disorders of Sex Development,0.87108545837485
Ovarian Neoplasms,Disorders of Sex Development,0.824482445574372
Ovarian Neoplasms,Leydig Cell Tumor,0.921569251991743
Ovarian Neoplasms,Adrenocortical Carcinoma,0.806592394595593
Ovarian Neoplasms,Adrenal Hyperplasia_ Congenital,0.93429259846658
Ovarian Neoplasms,46_ XX Disorders of Sex Development,0.87108545837485
Ovarian Neoplasms,Antley-Bixler Syndrome Phenotype,0.87108545837485
Ovarian Neoplasms,Gonadal Dysgenesis_ 46_XX,0.831036083378795
Fanconi Anemia,Noonan Syndrome,0.838797931375968
Chromosome Aberrations,Nails_ Malformed,0.850249370192208
Chromosome Aberrations,Macrocephaly,0.901470198323753
Chromosome Aberrations,Rubinstein-Taybi Syndrome,0.839743835024082
Chromosome Aberrations,Orofaciodigital Syndromes,0.880694275584479
Chromosome Aberrations,Hypertelorism,0.866649523533213
Chromosome Aberrations,Polydactyly,0.895736688660888
Chromosome Aberrations,Xeroderma Pigmentosum,0.938729762385528
Chromosome Aberrations,Hand Deformities_ Congenital,0.88256736729648
Chromosome Aberrations,Chromosome Breakage,0.965471786631247
Chromosome Aberrations,Exostoses_ Multiple Hereditary,0.879720185138926
Cough,Ciliary Motility Disorders,0.816554880551752
Liddle Syndrome,Hereditary Autoinflammatory Diseases,0.896485593009649
Liddle Syndrome,Neutropenia,0.955225601771351
Protein S Deficiency,Protein C Deficiency,0.889842279960296
Syndactyly,Orofaciodigital Syndromes,0.885195036289415
Syndactyly,Fibromatosis_ Gingival,0.866811227558702
Syndactyly,Hallermann's Syndrome,0.834268915651438
Syndactyly,Hypertelorism,0.829620103059661
Syndactyly,Xeroderma Pigmentosum,0.864844020991381
Syndactyly,Hand Deformities_ Congenital,0.858890679701884
Syndactyly,Chromosome Breakage,0.878385853909209
Retinal Degeneration,Leber Congenital Amaurosis,0.843620632493062
Retinal Degeneration,Night Blindness,0.879420231396878
Retinal Degeneration,Retinal Drusen,0.884695769065731
Retinal Degeneration,Optic Atrophies_ Hereditary,0.852088302180147
Inflammation,Arthritis_ Experimental,0.851362778303459
Inflammation,Leishmaniasis_ Cutaneous,0.801151746843037
Coronary Artery Disease,Angina Pectoris,0.95680629782012
Coronary Artery Disease,Coronary Disease,0.995163606646658
Coronary Artery Disease,Coronary Stenosis,0.911562652904532
Coronary Artery Disease,Coronary Restenosis,0.916594293245509
Coronary Artery Disease,Myocardial Infarction,0.849242953810365
Fatty Liver,Hyperlipidemias,0.917348023716185
Fatty Liver,Obesity,0.962418979173397
Fatty Liver,Metabolic Diseases,0.922012364173248
Fatty Liver,Glucose Intolerance,0.91753688684623
Fatty Liver,Hyperlipoproteinemias,0.892816998883659
Fatty Liver,Endometrial Hyperplasia,0.884816618731087
Fatty Liver,Metabolic Syndrome X,0.963012553896578
Fatty Liver,Endometrial Neoplasms,0.944291610989359
Fatty Liver,Diabetes Mellitus,0.931996291472882
Fatty Liver,Lipid Metabolism Disorders,0.884895407265979
Fatty Liver,Insulin Resistance,0.962156117415312
Fatty Liver,Bardet-Biedl Syndrome,0.892295138687189
Fatty Liver,Hypertriglyceridemia,0.946657317064271
Fatty Liver,Hyperlipidemia_ Familial Combined,0.961800393065104
Fatty Liver,Hypoalphalipoproteinemias,0.935140370864775
Fatty Liver,Dyslipidemias,0.929188260893486
AIDS-Related Opportunistic Infections,Entamoebiasis,0.883204005918632
AIDS-Related Opportunistic Infections,Inflammatory Bowel Diseases,0.838905556466318
AIDS-Related Opportunistic Infections,Celiac Disease,0.855023284796966
Wolff-Parkinson-White Syndrome,Arrhythmogenic Right Ventricular Dysplasia,0.908676540606887
Wolff-Parkinson-White Syndrome,Death_ Sudden_ Cardiac,0.934063676412944
Heart Diseases,Aortic Valve Stenosis,0.88284486430791
Heart Diseases,Cardiomyopathy_ Hypertrophic,0.884931830533913
Entamoebiasis,Vipoma,0.919647353203185
Entamoebiasis,Enterocolitis,0.901803214883039
Entamoebiasis,Inflammatory Bowel Diseases,0.840407498194794
Entamoebiasis,Celiac Disease,0.89531343401246
Neutropenia,Pancytopenia,0.879061236450295
Neutropenia,Lymphohistiocytosis_ Hemophagocytic,0.801050241255263
Neutropenia,Hereditary Autoinflammatory Diseases,0.866125460388805
Pulmonary Embolism,Pulmonary Fibrosis,0.820482661786311
Pulmonary Embolism,Lymphangioleiomyomatosis,0.831116018850935
Myocardial Reperfusion Injury,Reperfusion Injury,0.900945629320496
Myocardial Reperfusion Injury,Polycythemia,0.915145397936568
Diabetes Mellitus,Glucose Intolerance,0.94904530359908
Diabetes Mellitus,Hyperlipoproteinemias,0.914581285941654
Diabetes Mellitus,Endometrial Hyperplasia,0.902974453285109
Diabetes Mellitus,Hyperuricemia,0.864875563168419
Diabetes Mellitus,Lipid Metabolism Disorders,0.857291585937839
Diabetes Mellitus,Bardet-Biedl Syndrome,0.89704335317322
Diabetes Mellitus,Hyperlipidemia_ Familial Combined,0.958193293225295
Diabetes Mellitus,Hypoalphalipoproteinemias,0.950299861238401
Diabetes Mellitus,Dyslipidemias,0.935345010179266
Hypertension_ Renal,Kidney Failure_ Chronic,0.902079064658659
Hypertension_ Renal,Glomerulosclerosis_ Focal Segmental,0.80596440910846
Hypertension_ Renal,Renal Insufficiency,0.940068948886274
Craniosynostoses,Orofaciodigital Syndromes,0.819969914960604
Craniosynostoses,Fibromatosis_ Gingival,0.865057967051299
Craniosynostoses,Hypertelorism,0.834491577112997
Craniosynostoses,Syndactyly,0.868613587149801
Craniosynostoses,Polydactyly,0.843141186118306
Craniosynostoses,Hand Deformities_ Congenital,0.857412934591976
Craniosynostoses,Chromosome Breakage,0.889575383966739
Craniosynostoses,Cri-du-Chat Syndrome,0.849685702278412
Craniosynostoses,Wolf-Hirschhorn Syndrome,0.820358183769828
Cholelithiasis,Gallstones,0.989020277407986
Hypotension_ Orthostatic,Long QT Syndrome,0.887297250714923
Hypotension_ Orthostatic,Arrhythmogenic Right Ventricular Dysplasia,0.835244590167349
Hypotension_ Orthostatic,Torsades de Pointes,0.840508049174598
Hypotension_ Orthostatic,Heart Block,0.879770848035598
Hypotension_ Orthostatic,Death_ Sudden_ Cardiac,0.807489007480807
Hypotension_ Orthostatic,Tachycardia_ Ventricular,0.866518529467054
Hypotension_ Orthostatic,Brugada Syndrome,0.871666463024903
Heart Septal Defects_ Atrial,Hypertension_ Pulmonary,0.807185809439921
Hirschsprung Disease,Megacolon,0.97763679347185
Hirschsprung Disease,Multiple Endocrine Neoplasia Type 2b,0.862142554597134
Hirschsprung Disease,Anus Diseases,0.898426981003626
Hypogonadism,Eunuchism,0.812044610657749
Hypogonadism,Kallmann Syndrome,0.913948348981644
Polydactyly,Smith-Lemli-Opitz Syndrome,0.876675485020005
Polydactyly,Macrocephaly,0.832167091496808
Polydactyly,Fibromatosis_ Gingival,0.805189813829433
Polydactyly,Xeroderma Pigmentosum,0.803221267777677
Polydactyly,Chromosome Breakage,0.837280417299783
Polydactyly,Cri-du-Chat Syndrome,0.869928585381654
Cushing Syndrome,Pituitary ACTH Hypersecretion,0.879349534362095
Cushing Syndrome,Endometrial Hyperplasia,0.886013743407231
Cushing Syndrome,Acanthosis Nigricans,0.954253933059357
Cushing Syndrome,Polycystic Ovary Syndrome,0.894040572377511
Bronchial Hyperreactivity,Respiratory Hypersensitivity,0.832925065978366
Myopathies_ Nemaline,Myositis_ Inclusion Body,0.827880997107484
Blindness,Optic Atrophy_ Hereditary_ Leber,0.854919310108836
Blindness,Optic Atrophies_ Hereditary,0.813228115813929
Mevalonate Kinase Deficiency,Hereditary Autoinflammatory Diseases,0.90082898416583
Xeroderma Pigmentosum,Orofaciodigital Syndromes,0.871655765346859
Xeroderma Pigmentosum,Fibromatosis_ Gingival,0.934895900470995
Xeroderma Pigmentosum,Hypertelorism,0.857974398430909
Xeroderma Pigmentosum,Wolf-Hirschhorn Syndrome,0.823271659819006
Proteinuria,Nephrotic Syndrome,0.993700337164805
Proteinuria,Nephrosis,0.988761626606644
Proteinuria,Lecithin Acyltransferase Deficiency,0.995019145701667
Proteinuria,Immune Complex Diseases,0.904120620916374
Proteinuria,Glomerulonephritis_ Membranoproliferative,0.981300429894232
Proteinuria,Oculocerebrorenal Syndrome,0.87482869924886
Proteinuria,Glomerulosclerosis_ Focal Segmental,0.99846827424242
Proteinuria,Glomerulonephritis_ IGA,0.866214504602566
Rhinitis_ Allergic_ Seasonal,Rhinitis_ Allergic_ Perennial,0.976312995895627
Cardiomyopathy_ Dilated,Ventricular Dysfunction_ Left,0.948291622536051
Cardiomyopathy_ Dilated,Cardiomyopathy_ Restrictive,0.826490878732658
Myocardial Infarction,Myocardial Stunning,0.9401056062351
Myocardial Infarction,Coronary Stenosis,0.906333299763149
Myocardial Infarction,Coronary Restenosis,0.943375318530261
Staphylococcal Skin Infections,Dermatitis,0.849574483601177
Cleft Palate,Cleft Lip,0.970755415868464
Myopathy_ Central Core,Myopathies_ Structural_ Congenital,0.899884078627395
Myopathy_ Central Core,Myopathies_ Nemaline,0.841368327670687
Bacterial Infections,Gram-Negative Bacterial Infections,0.835858270406971
Bacterial Infections,Communicable Diseases,0.948335737008161
Bone Neoplasms,Opioid-Related Disorders,0.827191529386216
Polycystic Kidney_ Autosomal Dominant,Renal Insufficiency,0.902789387669952
Hand Deformities_ Congenital,Coloboma,0.857863474876788
Hand Deformities_ Congenital,Blepharophimosis,0.867673011856103
Hand Deformities_ Congenital,Nails_ Malformed,0.84531502975715
Hand Deformities_ Congenital,Orofaciodigital Syndromes,0.857104409727537
Hand Deformities_ Congenital,Fibromatosis_ Gingival,0.876329556941085
Hand Deformities_ Congenital,Hypertelorism,0.94105125990274
Hand Deformities_ Congenital,Xeroderma Pigmentosum,0.866839968453209
Hand Deformities_ Congenital,Chromosome Breakage,0.887148631516263
Hand Deformities_ Congenital,Wolf-Hirschhorn Syndrome,0.835067810974598
Hand Deformities_ Congenital,Foot Deformities_ Congenital,0.9235774307677
Keratoconus,Corneal Dystrophies_ Hereditary,0.823595879038777
Colorectal Neoplasms_ Hereditary Nonpolyposis,Cafe-au-Lait Spots,0.953854339108212
Infection,Malaria,0.81296194910939
Infection,Neutropenia,0.844494053931009
Infection,Bacterial Infections,0.934134756479846
Bone Diseases_ Metabolic,Bone Resorption,0.833222659945477
Congenital Hypothyroidism,Coloboma,0.896017249285692
Congenital Hypothyroidism,Nails_ Malformed,0.816123639516111
Congenital Hypothyroidism,Tooth Abnormalities,0.840325736395292
Congenital Hypothyroidism,Orofaciodigital Syndromes,0.821641652801708
Congenital Hypothyroidism,Fibromatosis_ Gingival,0.838559558057067
Congenital Hypothyroidism,Hypertelorism,0.835351917532685
Congenital Hypothyroidism,Hand Deformities_ Congenital,0.837610376243298
Salmonella Infections_ Animal,Entamoebiasis,0.845078416498062
Salmonella Infections_ Animal,Inflammatory Bowel Diseases,0.850442420575401
Glaucoma_ Open-Angle,Low Tension Glaucoma,0.949790397308282
Mood Disorders,Depressive Disorder,0.844227588792236
Mood Disorders,Depressive Disorder_ Major,0.820038718295182
Epilepsy_ Generalized,Classical Lissencephalies and Subcortical Band Heterotopias,0.881601573940495
Epilepsy_ Generalized,Incontinentia Pigmenti,0.876468783698316
Epilepsy_ Generalized,Epilepsy_ Absence,0.813496541830312
Epilepsy_ Generalized,Seizures,0.844218474311654
Epilepsy_ Generalized,Seizures_ Febrile,0.845991426206344
Lipid Metabolism Disorders,Hyperlipoproteinemias,0.825252183643124
Lipid Metabolism Disorders,Hypoalphalipoproteinemias,0.848200789439416
Lipid Metabolism Disorders,Dyslipidemias,0.877797994179195
Stereotypic Movement Disorder,Chromosome Breakage,0.817372258763965
Hyperinsulinism,Metabolic Diseases,0.955191823440992
Hyperinsulinism,Hypercholesterolemia,0.809876900255762
Hyperinsulinism,Glucose Intolerance,0.968731742618575
Hyperinsulinism,Hyperlipoproteinemias,0.924413477225657
Hyperinsulinism,Endometrial Hyperplasia,0.944650376282856
Hyperinsulinism,Endometrial Neoplasms,0.940178453190341
Hyperinsulinism,Diabetes Mellitus,0.969844367773362
Hyperinsulinism,Cushing Syndrome,0.813862633330225
Hyperinsulinism,Hypothalamic Diseases,0.850321397730355
Hyperinsulinism,Bardet-Biedl Syndrome,0.914435549167246
Hyperinsulinism,Hypoalphalipoproteinemias,0.965888084434284
Hyperinsulinism,Dyslipidemias,0.936130741592821
Appendicitis,Peritonitis,0.94652975635198
Muscular Dystrophy_ Facioscapulohumeral,Myositis_ Inclusion Body,0.846778591514481
Progeria,Werner Syndrome,0.978770022879006
Blood Coagulation Disorders,Hemorrhagic Disorders,0.81989405318342
Homocystinuria,Amino Acid Metabolism_ Inborn Errors,0.861482478315831
Brain Neoplasms,Glioblastoma,0.827372385263102
Brain Neoplasms,Intracranial Arteriovenous Malformations,0.842662084433893
Brain Neoplasms,Astrocytoma,0.850011032189085
Rickets,Hypocalcemia,0.932059842864701
Rickets,Hypoparathyroidism,0.911767474804122
Arthritis_ Experimental,Neurogenic Inflammation,0.816797601544109
Death_ Sudden_ Cardiac,Arrhythmogenic Right Ventricular Dysplasia,0.918615837202894
Abortion_ Spontaneous,Premature Birth,0.839874453608414
Abortion_ Spontaneous,Fetal Death,0.802655506582624
Abortion_ Spontaneous,Fetal Growth Retardation,0.822877475080341
Abortion_ Spontaneous,Hyaline Membrane Disease,0.812426986329108
Carcinoma_ Renal Cell,Kidney Neoplasms,0.800234777841233
Ectodermal Dysplasia,Chromosome Disorders,0.815068234656065
Ectodermal Dysplasia,Craniofacial Dysostosis,0.865957628327747
Ectodermal Dysplasia,Amino Acid Metabolism_ Inborn Errors,0.805191893302927
Ectodermal Dysplasia,Fibromatosis_ Gingival,0.8285330151371
Ectodermal Dysplasia,Hypertelorism,0.828724007237309
Ectodermal Dysplasia,Chromosome Aberrations,0.835298983586109
Ectodermal Dysplasia,Syndactyly,0.80621354156853
Ectodermal Dysplasia,Xeroderma Pigmentosum,0.828000662403465
Ectodermal Dysplasia,Hand Deformities_ Congenital,0.824598452746819
Ectodermal Dysplasia,Chromosome Breakage,0.810071896532944
Chromosome Breakage,Blepharophimosis,0.908825052025265
Chromosome Breakage,Macrocephaly,0.850080250467618
Chromosome Breakage,Orofaciodigital Syndromes,0.85151058295875
Chromosome Breakage,Fibromatosis_ Gingival,0.933632561118417
Chromosome Breakage,Hypertelorism,0.865903683238657
Chromosome Breakage,Xeroderma Pigmentosum,0.931248434244097
Chromosome Breakage,Wolf-Hirschhorn Syndrome,0.884690535296464
Cri-du-Chat Syndrome,Macrocephaly,0.803948717594282
Cri-du-Chat Syndrome,Chromosome Breakage,0.826057652474404
Goiter,Deafness,0.913079362310907
Meningomyelocele,Spina Bifida Cystica,0.895832732083128
Parkinson Disease,Parkinson Disease_ Secondary,0.832781439049177
Choanal Atresia,Hypertelorism,0.809894858971745
Epilepsies_ Partial,Classical Lissencephalies and Subcortical Band Heterotopias,0.812968996507688
Epilepsies_ Partial,Incontinentia Pigmenti,0.830532237782228
Liver Diseases,Gallbladder Neoplasms,0.823493503304841
Liver Diseases,Hepatic Veno-Occlusive Disease,0.842556053623411
Liver Diseases,Jaundice_ Chronic Idiopathic,0.89901245474269
Liver Diseases,Hyperbilirubinemia,0.856840376057595
Liver Diseases,Spherocytosis_ Hereditary,0.876100090766309
Liver Diseases,Hepatitis,0.961975366586831
Liver Diseases,Protoporphyria_ Erythropoietic,0.838556891962386
Liver Diseases,Hepatitis B_ Chronic,0.827380222151779
Liver Diseases,Drug-Induced Liver Injury,0.950570955293764
Liver Diseases,Liver Failure,0.817142744419023
Cholestasis_ Intrahepatic,Candidiasis_ Vulvovaginal,0.873439300813122
Cholestasis_ Intrahepatic,Dermatitis_ Allergic Contact,0.84026967784092
Cholestasis_ Intrahepatic,Keloid,0.85467489842004
Cholestasis_ Intrahepatic,Dermatitis,0.829513491112941
Cholestasis_ Intrahepatic,Liver Cirrhosis_ Biliary,0.869967120562386
Cholestasis_ Intrahepatic,Pruritus,0.924153066462704
Cholestasis_ Intrahepatic,Dermatitis_ Atopic,0.903960393358682
Frontotemporal Dementia,Pick Disease of the Brain,0.975130384269448
Primary Ovarian Insufficiency,Gonadal Dysgenesis,0.985234877991929
Exostoses_ Multiple Hereditary,Craniofacial Dysostosis,0.838810181144467
Exostoses_ Multiple Hereditary,Fibromatosis_ Gingival,0.85542817187457
Exostoses_ Multiple Hereditary,Hallermann's Syndrome,0.858466663559358
Exostoses_ Multiple Hereditary,Syndactyly,0.852103919984789
Exostoses_ Multiple Hereditary,Craniosynostoses,0.838811862305166
Exostoses_ Multiple Hereditary,Xeroderma Pigmentosum,0.843561385219295
Exostoses_ Multiple Hereditary,Hand Deformities_ Congenital,0.808103695500794
Exostoses_ Multiple Hereditary,Chromosome Breakage,0.87422230130172
Glomerulosclerosis_ Focal Segmental,Nephrotic Syndrome,0.993939366974901
Glomerulosclerosis_ Focal Segmental,Nephrosis,0.987949206528128
Glomerulosclerosis_ Focal Segmental,Denys-Drash Syndrome,0.958783556306413
Glomerulosclerosis_ Focal Segmental,Lecithin Acyltransferase Deficiency,0.995164831560989
Glomerulosclerosis_ Focal Segmental,Immune Complex Diseases,0.906961912850986
Glomerulosclerosis_ Focal Segmental,Anemia_ Macrocytic,0.834156589839807
Glomerulosclerosis_ Focal Segmental,Hematuria,0.938178878330338
Pre-Eclampsia,Hypertension_ Pregnancy-Induced,0.942472263136582
Acne Vulgaris,Dermatitis_ Seborrheic,0.902395077448686
Acne Vulgaris,Alopecia,0.926259144385447
Leukemia,Leukemia_ Myeloid_ Acute,0.850886019402295
Leukemia,Leukemia_ Lymphoid,0.807489162957361
Leukemia,Leukemia_ Myeloid,0.842407547113219
Tachycardia_ Ventricular,Arrhythmogenic Right Ventricular Dysplasia,0.979450644637956
Tachycardia_ Ventricular,Torsades de Pointes,0.9625978016602
Tachycardia_ Ventricular,Coffin-Lowry Syndrome,0.833078966368989
Tachycardia_ Ventricular,Romano-Ward Syndrome,0.820720954920183
Tachycardia_ Ventricular,Death_ Sudden_ Cardiac,0.949027254650003
Tachycardia_ Ventricular,Ventricular Fibrillation,0.899273195760137
Tachycardia_ Ventricular,Atrioventricular Block,0.961192760413303
Cholangiocarcinoma,Bile Duct Neoplasms,0.962963274103609
Intestinal Diseases,Inflammatory Bowel Diseases,0.808853454793736
Intestinal Diseases,Celiac Disease,0.838718935736853
Liver Neoplasms_ Experimental,Mammary Neoplasms_ Experimental,0.854549843289479
Liver Neoplasms_ Experimental,Liver Cirrhosis_ Experimental,0.809022363214587
Brain Diseases,Central Nervous System Diseases,0.839746096404763
Brain Diseases,Brain Neoplasms,0.84834498569251
Mitochondrial Myopathies,Mitochondrial Encephalomyopathies,0.969836529298
Hypothalamic Diseases,Glucose Intolerance,0.80502284213808
Hypothalamic Diseases,Diabetes Mellitus,0.81948932211986
Hypothalamic Diseases,Hypoalphalipoproteinemias,0.821127801496494
Keratitis,Deafness,0.826422319540165
Keratitis,Waardenburg's Syndrome,0.87433063306315
Atherosclerosis,Hyperglycemia,0.820344590504318
Atherosclerosis,Diabetes Mellitus,0.802540074344437
Atherosclerosis,Venous Thromboembolism,0.848101415572785
Atherosclerosis,Dyslipidemias,0.800951177751093
Renal Insufficiency,Nephrosis,0.854324659052595
Retinal Diseases,Retinal Dystrophies,0.872163309965144
Retinal Diseases,Optic Disk Drusen,0.852917083885817
Choroidal Neovascularization,Retinal Vein Occlusion,0.838414785612512
Choroidal Neovascularization,Optic Atrophy_ Hereditary_ Leber,0.807197192399945
Parathyroid Neoplasms,Hyperparathyroidism,0.832395533965352
Sebaceous Gland Neoplasms,Xeroderma Pigmentosum,0.814474412904434
Sebaceous Gland Neoplasms,Chromosome Breakage,0.840630329514134
Sebaceous Gland Neoplasms,Wolf-Hirschhorn Syndrome,0.881805798466836
Anemia_ Hemolytic_ Autoimmune,Autoimmune Lymphoproliferative Syndrome,0.905413768438241
Anemia_ Hemolytic_ Autoimmune,Thrombocytopenia,0.869299609258534
Respiratory Distress Syndrome_ Newborn,Fetal Growth Retardation,0.889640216119501
Ventricular Fibrillation,Arrhythmogenic Right Ventricular Dysplasia,0.838166208128981
Ventricular Fibrillation,Death_ Sudden_ Cardiac,0.896588076671052
Seizures,Classical Lissencephalies and Subcortical Band Heterotopias,0.924068188935338
Seizures,Incontinentia Pigmenti,0.916077854850252
Seizures,Seizures_ Febrile,0.933500705278656
Seizures,Malformations of Cortical Development,0.808260392848232
Colitis,Rectal Neoplasms,0.832418532507333
Colitis,Crohn Disease,0.858268725220527
Colitis,Celiac Disease,0.918446991755064
Rectal Neoplasms,Vipoma,0.813169107844727
Rectal Neoplasms,Mucositis,0.820844900296735
Rectal Neoplasms,Gastrinoma,0.831915714372822
Rectal Neoplasms,AIDS-Related Opportunistic Infections,0.805436250052939
Rectal Neoplasms,Inflammatory Bowel Diseases,0.829440985983378
Leishmaniasis_ Cutaneous,Sciatic Neuropathy,0.912481007451371
Leishmaniasis_ Cutaneous,Arthritis_ Experimental,0.818009011378831
Leishmaniasis_ Cutaneous,Hyperalgesia,0.92932973199551
Pulmonary Fibrosis,Lymphangioleiomyomatosis,0.81473232996718
Ophthalmoplegia,Duane Retraction Syndrome,0.952906557833289
Multiple Myeloma,Blood Protein Disorders,0.843263279509549
Glomerulonephritis,Kidney Failure_ Chronic,0.854580036243917
Glomerulonephritis,Nephrotic Syndrome,0.985050137514246
Glomerulonephritis,Nephrosis,0.97242897223567
Glomerulonephritis,Denys-Drash Syndrome,0.941077629303795
Glomerulonephritis,Lecithin Acyltransferase Deficiency,0.975108715114837
Glomerulonephritis,Immune Complex Diseases,0.959973173005625
Glomerulonephritis,Glomerulonephritis_ Membranoproliferative,0.992972453876529
Glomerulonephritis,Nephritis_ Interstitial,0.96056408890962
Glomerulonephritis,Anemia_ Macrocytic,0.819260982094682
Glomerulonephritis,Proteinuria,0.979704487279487
Glomerulonephritis,Glomerulosclerosis_ Focal Segmental,0.980296084421165
Glomerulonephritis,Glomerulonephritis_ IGA,0.941909358582343
Glomerulonephritis,Lupus Nephritis,0.983708165700565
Glomerulonephritis,Hematuria,0.948578072608351
Neurofibromatosis 1,Cafe-au-Lait Spots,0.878897578351614
Neurofibromatosis 1,Fibrous Dysplasia_ Polyostotic,0.907439656534614
Neurofibromatosis 1,Colorectal Neoplasms_ Hereditary Nonpolyposis,0.889801046540447
Pruritus,Keratosis,0.836663598663078
Dysgammaglobulinemia,Immunologic Deficiency Syndromes,0.963102214800303
Urinary Incontinence,Female Urogenital Diseases,0.847310303940454
Urinary Incontinence,Prostatic Intraepithelial Neoplasia,0.88943479355271
Inflammatory Bowel Diseases,Vipoma,0.842758942960643
Inflammatory Bowel Diseases,Colonic Polyps,0.810403801373942
Inflammatory Bowel Diseases,Gastrinoma,0.860118190442918
Inflammatory Bowel Diseases,Celiac Disease,0.895476877113299
Myositis_ Inclusion Body,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,0.805717945271096
Acrocephalosyndactylia,Tooth Abnormalities,0.800932748243606
Acrocephalosyndactylia,Craniofacial Dysostosis,0.852640208477562
Acrocephalosyndactylia,Orofaciodigital Syndromes,0.817132472745356
Acrocephalosyndactylia,Syndactyly,0.823166413800631
Acrocephalosyndactylia,Craniosynostoses,0.804064668870794
Acrocephalosyndactylia,Hand Deformities_ Congenital,0.804067806537055
Urologic Diseases,Spina Bifida Cystica,0.824022966788738
Heart Septal Defects_ Ventricular,Heart Septal Defects,0.890063265815986
Brugada Syndrome,Long QT Syndrome,0.923815760569932
Brugada Syndrome,Arrhythmogenic Right Ventricular Dysplasia,0.894272826507905
Brugada Syndrome,Torsades de Pointes,0.877529769580808
Brugada Syndrome,Heart Block,0.900442743265793
Brugada Syndrome,Death_ Sudden_ Cardiac,0.859980452189162
Brugada Syndrome,Tachycardia_ Ventricular,0.9192210819271
Brugada Syndrome,Ventricular Fibrillation,0.851739268189829
Pierre Robin Syndrome,Orofaciodigital Syndromes,0.804234033378397
