id,hpo
SYMPHALANGISM OF THE MIDDLE AND PROXIMAL PHALANGES OF THE 5TH FINGER,Body Location or Region
SYMPHALANGISM OF THE DISTAL AND MIDDLE PHALANGES OF THE 5TH FINGER,Body Location or Region
PARTIAL/COMPLETE DUPLICATION OF THE PROXIMAL PHALANX OF THE 3RD FINGER,Body Location or Region
COMPLETE DUPLICATION OF THE DISTAL PHALANX OF THE 3RD FINGER,Body Location or Region
POLYDACTYLY AFFECTING THE 3RD FINGER,Body Location or Region
EXCESSIVE SKIN WRINKLING ON DORSUM OF HANDS AND FINGERS,Body Location or Region
TRIANGULAR EPIPHYSIS OF THE MIDDLE PHALANX OF THE 5TH FINGER,Body Location or Region
BRACKET EPIPHYSIS OF THE MIDDLE PHALANX OF THE 4TH FINGER,Body Location or Region
ABNORMALITY OF THE EPIPHYSES OF THE 2ND FINGER,Body Location or Region
FINGER AND WRIST CONTRACTURES,Body Location or Region
ABNORMALITY OF THE MIDDLE PHALANX OF THE 5TH FINGER,Body Location or Region
OSTEOLYTIC DEFECTS OF THE PHALANGES OF THE 4TH FINGER,Body Location or Region
ABNORMALITY OF THE 2ND FINGER,Body Location or Region
MACRODACTYLY,Body Location or Region
ABNORMALITY OF THE 4TH FINGER,Body Location or Region
ULNAR DEVIATION OF THE HAND OR OF FINGERS OF THE HAND,Body Location or Region
APLASIA OF THE DISTAL INTERPHALANGEAL CREASES,Body Location or Region
POSTERIOR AURICULAR PIT,Anatomical Abnormality
PES PLANUS,Anatomical Abnormality
FLATTENED METATARSAL AND METACARPAL HEADS,Functional Concept
"FLAT, IRREGULAR EPIPHYSES",Functional Concept
ANTERIOR FLATTENING AND/OR BEAKING OF VERTEBRAE,Functional Concept
"FLATTENED, ENLARGED EPIPHYSES",Functional Concept
ANKYLOSIS OF FEET SMALL JOINTS,"Body Part, Organ, or Organ Component"
"CUTIS LAXA, HANDS AND FEET","Body Part, Organ, or Organ Component"
CAMPTODACTYLY (FEET),"Body Part, Organ, or Organ Component"
DISTAL SYMPHALANGISM (FEET),"Body Part, Organ, or Organ Component"
BOWING OF LIMBS DUE TO MULTIPLE FRACTURES,Injury or Poisoning
GENERALIZED OSTEOPOROSIS WITH PATHOLOGIC FRACTURES,Pathologic Function
APLASIA/HYPOPLASIA OF THE FRONTAL SINUSES,Body Space or Junction
FUNDUS ATROPHY,Body Location or Region
"FREQUENT BACTERIAL, FUNGAL AND VIRAL INFECTIONS",Fungus
ABNORMALITY OF THE STERNUM,Disease or Syndrome
CEREBELLAR ATAXIA ASSOCIATED WITH QUADRUPEDAL GAIT,Finding
TOTAL SERUM GAMMA GLOBULINS LOW,"Amino Acid, Peptide, or Protein"
HYPOPIGMENTATION OF THE FUNDUS,"Body Part, Organ, or Organ Component"
FUNDUS ATROPHY,"Body Part, Organ, or Organ Component"
GASTRITIS,Disease or Syndrome
ABNORMALITY OF THE SUBUNGUAL REGION,Geographic Area
GINGIVAL FIBROMATOSIS,"Body Part, Organ, or Organ Component"
GINGIVAL HYPERTROPHY,Disease or Syndrome
GROUND GLASS OPACITY OF HUMERAL DIAPHYSIS,Manufactured Object
GLIOMA,Neoplastic Process
MESANGIAL ABNORMALITY,"Body Part, Organ, or Organ Component"
FOCAL SEGMENTAL GLOMERULOSCLEROSIS,Disease or Syndrome
GLUCOSEPHOSPHATE ISOMERASE DEFICIENCY,Enzyme
BURIED TEETH ENCASED IN MUCOPOLYSACCHARIDE,Carbohydrate
NODULAR GOITER,Disease or Syndrome
GONADAL DYSGENESIS,Disease or Syndrome
LOW GONADOTROPINS (SECONDARY HYPOGONADISM),Pharmacologic Substance
PITUITARY GONADOTROPIN DEFICIENCY,Hormone
GONADAL NEOPLASIA,"Body Part, Organ, or Organ Component"
GONADAL TISSUE INAPPROPRIATE FOR EXTERNAL GENITALIA OR CHROMOSOMAL SEX,"Body Part, Organ, or Organ Component"
BONY SPIKULE OF ULNAR EPIPHYSEAL PLATE,Tissue
BRACKET EPIPHYSES OF THE HALLUX,"Body Part, Organ, or Organ Component"
BRACKET EPIPHYSIS OF THE DISTAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
ABSENT EPIPHYSIS OF THE DISTAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
FRAGMENTATION OF THE EPIPHYSIS OF THE DISTAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
OSTEOLYTIC DEFECTS OF THE PHALANGES OF THE HALLUX,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE EPIPHYSIS OF THE HALLUX,"Body Part, Organ, or Organ Component"
PARTIAL/COMPLETE DUPLICATION OF THE PHALANGES OF THE HALLUX,"Body Part, Organ, or Organ Component"
TRIANGULAR SHAPED PHALANGES OF THE HALLUX,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA OF THE DISTAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
BROAD DISTAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA OF THE PROXIMAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
COMPLETE DUPLICATION OF THE PROXIMAL PHALANX OF THE HALLUX,"Body Part, Organ, or Organ Component"
SMALL EPIPHYSES OF THE PROXIMAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE EPIPHYSES OF THE PROXIMAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
ABSENT EPIPHYSES OF THE PROXIMAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
PSEUDOEPIPHYSES OF THE MIDDLE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
ENLARGED EPIPHYSES OF THE MIDDLE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
IRREGULAR EPIPHYSES OF THE MIDDLE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
TRIANGULAR EPIPHYSES OF THE DISTAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
BRACKET EPIPHYSES OF THE MIDDLE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
CAMPTODACTYLY (HANDS),"Body Part, Organ, or Organ Component"
RADIAL DEVIATION OF THE HAND,"Body Part, Organ, or Organ Component"
RADIAL DEVIATION OF THE HAND OR OF FINGERS OF THE HAND,"Body Part, Organ, or Organ Component"
CURVED DISTAL PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
BROAD PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
IRREGULAR EPIPHYSES OF THE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
FRAGMENTATION OF THE EPIPHYSES OF THE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
BRACKET EPIPHYSES OF THE PHALANGES OF THE HAND,"Body Part, Organ, or Organ Component"
EPIDERMOLYSIS BULLOSA INVOLVING HANDS AND FEET ONLY,"Body Part, Organ, or Organ Component"
"CUTIS LAXA, HANDS AND FEET","Body Part, Organ, or Organ Component"
BRACHYMESOPHALANGY OF HANDS AND FEET,"Body Part, Organ, or Organ Component"
SHORT PHALANGES BOTH HANDS AND FEET,"Body Part, Organ, or Organ Component"
MIRROR HAND MOVEMENTS (BIMANUAL SYNKINESIA),"Body Part, Organ, or Organ Component"
EXCESSIVE WRINKLED SKIN (PALMS AND SOLES),"Body Part, Organ, or Organ Component"
ATTACKS OF DISABLING DAYTIME DROWSINESS AND LOW ALERTNESS,Patient or Disabled Group
"PARAGANGLIOMAS, HEAD AND NECK",Body Location or Region
SEVERE EARLY SENSORINEURAL HEARING LOSS,Disease or Syndrome
"SENSORINEURAL HEARING LOSS, MILD TO MODERATE",Disease or Syndrome
LATE SENSORINEURAL HEARING LOSS,Disease or Syndrome
GRANULOMATOUS CORONARY ARTERITIS,"Body Part, Organ, or Organ Component"
CARDIAC MALFORMATION,Congenital Abnormality
CONGENITAL SEPTAL DEFECT,Congenital Abnormality
ATRIAL SEPTAL DEFECT,Congenital Abnormality
VENTRICULAR SEPTAL DEFECT,Congenital Abnormality
CALCIFICATIONS OF THE CARDIAC VALVES,Medical Device
ABNORMALITY OF THE HEART VALVES,Medical Device
PROMINENT EAR HELIX,Eukaryote
HEMATOCHEZIA,Finding
EXTRAMEDULLARY HEMATOPOIESIS,Organ or Tissue Function
HEMOLYTIC-UREMIC SYNDROME,Disease or Syndrome
PROLONGED BLEEDING AFTER DENTAL EXTRACTION,Pathologic Function
JOINT HEMORRHAGE,Pathologic Function
HEPATOSPLENOMEGALY,Sign or Symptom
SUSCEPTIBILITY TO HERPESVIRUS,Virus
"LOSS OF HETEROZYGOSITY, MULTIPLE CHROMOSOMES",Organism Attribute
HIP CONTRACTURES,"Body Part, Organ, or Organ Component"
HIP CONTRACTURES,Acquired Abnormality
HIP CONTRACTURES,Acquired Abnormality
CONGENITAL MEGACOLON,Disease or Syndrome
CONGENITAL MEGACOLON,Disease or Syndrome
LOCALIZED HIRSUTISM,Finding
IMPAIRED HISTIDINE RENAL TUBULAR ABSORPTION,Pharmacologic Substance
HOARSE VOICE (CAUSED BY TUMOR IMPINGEMENT),Sign or Symptom
HORDEOLUM,Disease or Syndrome
HORDEOLUM EXTERNUM,Disease or Syndrome
DEVELOPMENTAL RETARDATION,Physiologic Function
HUMERAL HYPOPLASIA,"Body Part, Organ, or Organ Component"
NORMAL PRESSURE HYDROCEPHALUS,Disease or Syndrome
INCREASED CORTISOL PRODUCTION,Steroid
HYPERHIDROSIS,Finding
HYPERMETROPIA,Disease or Syndrome
HYPEROSTOSIS OF FACIAL BONES,Disease or Syndrome
HYPERSPLENISM,Disease or Syndrome
HYPERTENSION,Disease or Syndrome
ASYMPTOMATIC HYPERTHYROXINEMIA,Disease or Syndrome
"PERSISTENT GENERALIZED HYPERTRICHOSIS, ESP FACE, EARS, AND SHOULDERS",Disease or Syndrome
HYPERTROPHY OF THE LOWER LIMB,Pathologic Function
ALVEOLAR RIDGE OVERGROWTH,Pathologic Function
HYPERTROPHIC NERVE CHANGES,Pathologic Function
AXONAL LOSS WITH LITTLE EVIDENCE OF DEMYELINATION OR HYPERTROPHIC CHANGES IN NERVE BIOPSIES,Pathologic Function
HYPERTROPHIC CARDIOMYOPATHY,Pathologic Function
"HYPOALDOSTERONISM, TRANSIENT, ISOLATED",Disease or Syndrome
HYPOBETALIPOPROTEINEMIA,Disease or Syndrome
"SEIZURES, HYPOGLYCEMIC",Pharmacologic Substance
PERIODIC HYPOKALEMIC PARESIS,Finding
PITUITARY GONADOTROPIN DEFICIENCY,Disease or Syndrome
HYPOTENSION,Finding
"ORTHOSTATIC HYPOTENSION, SEVERE, RECURRENT",Finding
ATHYROIDAL HYPOTHYROIDISM,Disease or Syndrome
CONGENITAL HYPOTHYROIDISM,Disease or Syndrome
GENERALIZED HYPOTRICHOSIS,Disease or Syndrome
"ICHTHYOSIS, CONGENITAL, NONBLISTERING",Congenital Abnormality
CONGENITAL NON-BULLOUS ICHTHYOSIS,Congenital Abnormality
POSTNATAL-ONSET ICHTHYOSIS,Disease or Syndrome
CONGENITAL ICHTHYOSIS,Disease or Syndrome
DECREASED IGA,Immunologic Factor
ABNORMALITY OF THE ILIUM,"Body Part, Organ, or Organ Component"
NARROW ILIAC WINGS,"Body Part, Organ, or Organ Component"
IMPAIRED IG CLASS SWITCH RECOMBINATION (CSR),"Amino Acid, Peptide, or Protein"
"COLUMELLA, LOW INSERTION",Therapeutic or Preventive Procedure
HIGHER INCIDENCE OF MULTIPLE ACCESSORY PATHWAYS,Quantitative Concept
NEONATAL BLEEDING TENDENCY,Age Group
NEONATAL HEMOLYTIC ANEMIA,Age Group
SUPERNUMERARY TESTES,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA OF THE TESTES,"Body Part, Organ, or Organ Component"
PROMINENT OCULAR INFLAMMATION,Pathologic Function
INSULIN-DEPENDENT BUT KETOSIS-RESISTANT DIABETES,"Amino Acid, Peptide, or Protein"
INSULIN-DEPENDENT BUT KETOSIS-RESISTANT DIABETES,Pharmacologic Substance
DIABETES MELLITUS,Pharmacologic Substance
ENTEROPATHY,Disease or Syndrome
ABSENT ENTERIC GANGLIA ALONG A VARIABLE LENGTH OF INTESTINE,"Body Part, Organ, or Organ Component"
DECREASED MYENTERIC AND SUBMUCOSAL GANGLIA IN THE BOWEL,"Body Part, Organ, or Organ Component"
"'KEY-HOLE' IRIS, RETINA, CHOROID COLOBOMA","Body Part, Organ, or Organ Component"
COLOBOMA OF IRIS AND RETINA,"Body Part, Organ, or Organ Component"
POLYARTICULAR ARTHROPATHY,Disease or Syndrome
CONTRACTURES INVOLVING THE JOINTS OF THE FEET,Body Space or Junction
JOINT HYPERFLEXIBILITY,Body Space or Junction
"JOINT LAXITY, MILD",Body Space or Junction
ABSENT DORSAL SKIN CREASES OVER AFFECTED JOINTS,Body Space or Junction
PALMOPLANTAR KERATOSIS WITH ERYTHEMA AND SCALE,Disease or Syndrome
RENAL DYSPLASIA/APLASIA,"Body Part, Organ, or Organ Component"
KIDNEY STONES,Pathologic Function
KIDNEY STONES,Pathologic Function
CORTICAL IRREGULARITY,"Body Part, Organ, or Organ Component"
CORTICAL IRREGULARITY OF HUMERAL DIAPHYSIS,"Body Part, Organ, or Organ Component"
CORTICAL THICKENING OF HUMERAL DIAPHYSIS,"Body Part, Organ, or Organ Component"
CORTICAL THINNING OF HAND BONES,"Body Part, Organ, or Organ Component"
CORTICAL THINNING (HUMERAL),"Body Part, Organ, or Organ Component"
MULTIPLE SMALL RENAL CORTICAL CYSTS,"Body Part, Organ, or Organ Component"
RENAL CORTICAL CYSTS,"Body Part, Organ, or Organ Component"
ACUTE RENAL FAILURE,Disease or Syndrome
PROXIMAL RENAL TUBULE DEFECT,"Body Part, Organ, or Organ Component"
POLYCYSTIC KIDNEY,Anatomical Abnormality
HYPEREXTENSIBILITY OF THE KNEE,"Body Part, Organ, or Organ Component"
HYPEREXTENSIBILITY OF THE KNEE,Body Space or Junction
ANKLE OR KNEE CLONUS,Body Space or Junction
LUMBAR KYPHOSIS IN INFANCY,Anatomical Abnormality
ABNORMAL HEMATOLOGICAL LABORATORY FINDINGS,Manufactured Object
SEVERE SPEECH AND LANGUAGE DISORDER,Mental or Behavioral Dysfunction
ANTEROPOSTERIORLY SHORTENED LARYNX,"Body Part, Organ, or Organ Component"
EDEMA OF THE LOWER LIMBS,Body Location or Region
ABNORMALITY OF LOWER-LIMB METAPHYSES,Body Location or Region
PROGRESSIVE LEG BOWING,Body Location or Region
DISTAL SENSORY IMPAIRMENT OF THE LOWER EXTREMITIES,Body Location or Region
LOWER LIMB HYPERREFLEXIA,Body Location or Region
UPWARD LENS DISLOCATION,Injury or Poisoning
LENS DISLOCATION,Injury or Poisoning
POSTERIOR SUBCAPSULAR CATARACTS,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE LENS,"Body Part, Organ, or Organ Component"
POSTERIOR SUBCAPSULAR CATARACTS,Medical Device
ACUTE MYELOID LEUKEMIA,Neoplastic Process
BETA-GALACTOSIDASE DEFICIENCY IN FIBROBLASTS AND WHITE BLOOD CELLS,Laboratory Procedure
"HYPERPIGMENTED SPOTS ON HANDS , LEGS, AND LIPS","Body Part, Organ, or Organ Component"
LIPOMAS,Neoplastic Process
"LITTLE OR NO EYEBROWS, EYELASHES OR BODY HAIR",Disease or Syndrome
SPASTIC DIPLEGIA,Disease or Syndrome
ELEVATED TISSUE NON-SPECIFIC ALKALINE PHOSPHATASE,"Body Part, Organ, or Organ Component"
CYSTIC LIVER DISEASE,"Body Part, Organ, or Organ Component"
"DWARFISM, 'LOW BIRTH WEIGHT' TYPE",Finding
LUMBAR KYPHOSIS,Body Location or Region
TONGUE-LIKE LUMBAR VERTEBRAL DEFORMITIES,Body Location or Region
ANTERIOR BEAKING OF LOWER THORACIC AND LUMBAR VERTEBRAE,"Body Part, Organ, or Organ Component"
ABNORMAL LUNG LOBATION,"Body Part, Organ, or Organ Component"
CHRONIC OBSTRUCTIVE AIRWAY DISEASE FROM BIRTH,Disease or Syndrome
DISCOID LUPUS IN CARRIERS OR ADULTS WITH MILD DISEASE,Disease or Syndrome
SYSTEMIC LUPUS ERYTHEMATOSUS,Disease or Syndrome
LYMPH NODES SHOW FLORID REACTIVE FOLLICULAR HYPERPLASIA AND MARKED PARACORTICAL EXPANSION WITH IMMUNOBLASTS AND PLASMA CELLS,"Body Part, Organ, or Organ Component"
LYMPHADENITIS,Disease or Syndrome
ABNORMALITY OF LYMPHOCYTES,Cell
MITOCHONDRIAL LYSINE TRANSPORT DEFECT,"Amino Acid, Peptide, or Protein"
LYTIC DEFECTS OF HUMERAL DIAPHYSIS,Pathologic Function
LYTIC DEFECTS OF HUMERAL DIAPHYSIS,Pathologic Function
LYTIC DEFECTS OF THE FOREARM BONES,Pathologic Function
LYTIC DEFECTS IN METAPHYSES OF THE UPPER LIMBS,Pathologic Function
ABNORMAL MAGNESIUM METABOLISM,"Element, Ion, or Isotope"
MILD CORTICAL ATROPHY ON CT OR MRI,Diagnostic Procedure
"OCULAR ALBINISM, FEMALES AS AFFECTED AS MALES",Finding
"GONADOBLASTOMA, MALE",Finding
SHORT MANDIBULAR RAMI,"Body Part, Organ, or Organ Component"
ASYMMETRY OF THE MAXILLA,"Body Part, Organ, or Organ Component"
MENINGOCELE,Disease or Syndrome
MENINGOMYELOCELE,Congenital Abnormality
MENSTRUAL ABNORMALITIES,Organism Function
MENTAL RETARDATION IF UNTREATED,Mental or Behavioral Dysfunction
ABNORMALITY OF LYSOSOMAL METABOLISM,Organism Function
ABNORMAL MAGNESIUM METABOLISM,Functional Concept
ABNORMALITY OF KREBS CYCLE METABOLISM,Functional Concept
PARTIAL/COMPLETE DUPLICATION OF THE 1ST METACARPAL,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA OF THE 1ST METACARPAL,"Body Part, Organ, or Organ Component"
ABSENT METACARPAL EPIPHYSES,"Body Part, Organ, or Organ Component"
PSEUDOEPIPHYSIS OF THE 5TH METACARPAL,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE EPIPHYSIS OF THE 5TH METACARPAL,"Body Part, Organ, or Organ Component"
HYPOPLASTIC/SHORT METACARPAL BONES,"Body Part, Organ, or Organ Component"
STIPPLING OF THE EPIPHYSES OF THE METACARPALS,"Body Part, Organ, or Organ Component"
MILD SHORTENING OF METACARPALS,"Body Part, Organ, or Organ Component"
SMALL 3RD AND 4TH METACARPALS,"Body Part, Organ, or Organ Component"
ABNORMALITY OF METACARPAL EPIPHYSES,"Body Part, Organ, or Organ Component"
6 METACARPALS,"Body Part, Organ, or Organ Component"
HYPOPLASIA OF THE METATARSAL BONES,"Body Part, Organ, or Organ Component"
ABNORMAL OSSIFICATION INVOLVING METATARSAL BONES,"Body Part, Organ, or Organ Component"
BULLET-SHAPED 1ST METATARSAL,"Body Part, Organ, or Organ Component"
COMPLETE DUPLICATION OF THE 1ST METATARSAL,"Body Part, Organ, or Organ Component"
OSTEOLYSIS INVOLVING METATARSAL BONES,"Body Part, Organ, or Organ Component"
MINOR FACIAL DYSMORPHISM,Population Group
MITOCHONDRIAL LYSINE TRANSPORT DEFECT,Cell Component
MITOCHONDRIAL MALIC ENZYME REDUCED,Cell Component
MITRAL REGURGITATION,Disease or Syndrome
DECIDUOUS MOLARS SHOW ABNORMAL MORPHOLOGY,"Body Part, Organ, or Organ Component"
LIMITATION OF MOVEMENT AT ANKLES,Organism Function
RESTRICTED NECK MOVEMENT DUE TO CONTRACTURES,Organism Function
MUSCULAR HYPOTONIA OF THE TRUNK,Sign or Symptom
SPASTICITY OF FACIAL MUSCLES,Sign or Symptom
ABDOMINAL WALL MUSCLE WEAKNESS,Tissue
GENERALIZED WEAKNESS OF LIMB MUSCLES,Tissue
DECREASED CERVICAL SPINE FLEXION DUE TO CONTRACTURES OF POSTERIOR CERVICAL MUSCLES,Tissue
TYPE 2 MUSCLE FIBER ATROPHY,Tissue
"AMYOTROPHY, DISTAL, SEVERE",Disease or Syndrome
NONPROGRESSIVE MUSCULAR ATROPHY,Disease or Syndrome
PROGRESSIVE DISTAL MUSCLE WEAKNESS AND ATROPHY,Disease or Syndrome
SHOULDER GIRDLE MUSCLE ATROPHY,Disease or Syndrome
EMG SHOWS MYOPATHIC CHANGES,Disease or Syndrome
"FREQUENT BACTERIAL, VIRAL, PROTOZOAN, AND FUNGAL INFECTIONS",Disease or Syndrome
"FUNGAL INFECTIONS, RECURRENT",Disease or Syndrome
DYSMYELINATION WITH EXCESS MYELIN-DEPENDENT GLIOSIS,Tissue
MYELODYSPLASIA WITH SIDEROBLASTOSIS,Congenital Abnormality
MYELODYSPLASIA AND ACUTE MYELOGENOUS LEUKEMIA,Neoplastic Process
MYOTONIA IS MOST PRONOUNCED IN THE EXTREMITIES,Finding
ABNORMALITY OF THE NAILS,"Body Part, Organ, or Organ Component"
NASAL BONE HYPOPLASIA,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE NASAL MUCOSA,Tissue
IMPERFORATE NASOLACRIMAL DUCTS,"Body Part, Organ, or Organ Component"
NAUSEA AND VOMITING,Sign or Symptom
RUDDY FACE AND NECK,Body Location or Region
VESTIBULAR SCHWANNOMA,Neoplastic Process
GENITOURINARY TRACT NEOPLASIA,Neoplastic Process
NEOPLASIA OF THE NERVOUS SYSTEM,Neoplastic Process
NEPHRITIS,Disease or Syndrome
NEPHROBLASTOMA (WILMS TUMOR),Neoplastic Process
NEPHROSIS,Disease or Syndrome
NEPHROTIC SYNDROME,Disease or Syndrome
NERVE BIOPSY SHOWS AXONAL DEGENERATION,Tissue
NERVE BIOPSY SHOWS LOSS OF LARGE AND SMALL MYELINATED FIBERS,Tissue
AXONAL REGENERATION ON NERVE BIOPSY,Tissue
SEGMENTAL DEMYELINATION/REMYELINATION ON NERVE BIOPSY,Tissue
"ISLET CELL HYPERPLASIA, DIFFUSE",Disease or Syndrome
ABNORMAL MOTOR AND SENSORY NERVE CONDUCTION,Organ or Tissue Function
SPINAL/PARASPINAL NEUROFIBROMAS,Neoplastic Process
"SPINAL NERVE ROOT NEUROFIBROMAS, SYMMETRIC, MULTIPLE",Neoplastic Process
VESTIBULAR SCHWANNOMA,Neoplastic Process
BILATERAL VESTIBULAR SCHWANNOMA,Neoplastic Process
ABNORMALITY OF THE NEUROMUSCULAR JUNCTION,Cell Component
ABNORMAL OR EXCESS NEVI,Neoplastic Process
NODULAR INFLAMMATORY VASCULITIS,Disease or Syndrome
APLASIA OF THE NOSE,"Body Part, Organ, or Organ Component"
'ONION BULB' FORMATIONS ON NERVE BIOPSY,Food
SWOLLEN OPTIC DISK AT ONSET,"Body Part, Organ, or Organ Component"
OPTIC NEUROPATHY,Disease or Syndrome
OROTIC ACID URINARY OBSTRUCTION,Pharmacologic Substance
HIP OSTEOARTHRITIS,Disease or Syndrome
ABSENT PUBIC OSSIFICATION IN INFANCY,Organ or Tissue Function
ABNORMALITY OF CARPAL BONE OSSIFICATION,Organ or Tissue Function
IRREGULAR OSSIFICATION AT ANTERIOR RIB ENDS,Organ or Tissue Function
IRREGULAR OSSIFICATION OF THE HUMERAL EPIPHYSES,Organ or Tissue Function
IRREGULAR OSSIFICATION OF HUMERAL METAPHYSES,Organ or Tissue Function
ADVANCED MATURATION/ADVANCED OSSIFICATION OF CARPAL BONES,Organ or Tissue Function
OSTEOMALACIA,Disease or Syndrome
OSTEOMYELITIS,Disease or Syndrome
OSTEOPOIKILOSIS,Congenital Abnormality
OSTEOPOIKILOSIS,Disease or Syndrome
APLASIA/HYPOPLASIA OF THE OVARIES,"Body Part, Organ, or Organ Component"
LIMB PAIN,Sign or Symptom
PANCREATITIS,Disease or Syndrome
PANCYTOPENIA,Disease or Syndrome
"PARAGANGLIOMAS, HEAD AND NECK",Neoplastic Process
PARAGANGLIOMAS,Neoplastic Process
PARAGANGLIOMAS,Neoplastic Process
APLASIA/HYPOPLASIA INVOLVING THE SINUSES,Body Space or Junction
PARESTHESIA,Sign or Symptom
PAROXYSMAL VENTRICULAR TACHYCARDIA,Disease or Syndrome
RECURRENT PATELLAR DISLOCATION,"Body Part, Organ, or Organ Component"
HYPOTHYROIDISM IN SUBSET OF PATIENTS,Patient or Disabled Group
"SMALL, SQUARED OFF PELVIS",Body Location or Region
DISTAL LIMB MUSCLE WEAKNESS DUE TO PERIPHERAL NEUROPATHY,Disease or Syndrome
"PHEOCHROMOCYTOMA, EXTRAADRENAL",Neoplastic Process
"PHEOCHROMOCYTOMA, EXTRAADRENAL",Neoplastic Process
PHEOCHROMOCYTOMA,Neoplastic Process
PHOCOMELIA INVOLVING THE LOWER LIMBS,Congenital Abnormality
"ELEVATED BLOOD CPK, PHOSPHATE AND POTASSIUM",Pharmacologic Substance
MUSCLE ABNORMALITY RELATED TO MITOCHONDRIAL DYSFUNCTION,Functional Concept
PIERRE-ROBIN SEQUENCE,Disease or Syndrome
MELANIN PIGMENT AGGREGATION IN HAIR SHAFTS,Chemical Viewed Functionally
PILONIDAL CYST,Disease or Syndrome
PITUITARY CALCIFICATION,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE PLEURA,"Body Part, Organ, or Organ Component"
INCREASED SUSCEPTIBILITY TO STREPTOCOCCUS PNEUMONIAE INFECTIONS,Disease or Syndrome
MULTIPLE BILATERAL PNEUMOTHORACES,Disease or Syndrome
POLYCYSTIC OVARIES,Disease or Syndrome
POLYCYSTIC OVARIES,Disease or Syndrome
MODERATELY DEPRESSED ANTIBODY RESPONSE TO POLYSACCHARIDE ANTIGENS,Pharmacologic Substance
CEREBRAL CORTEX WITH SPONGIFORM CHANGES,Eukaryote
ABSENT/POOR CORTICOMEDULLARY DIFFERENTIATION,Group Attribute
PRENATAL MOVEMENT ABNORMALITY,Health Care Activity
INCREASED ALDOSTERONE PRODUCTION,Occupational Activity
CONGENITAL BILATERAL PTOSIS,Disease or Syndrome
DECREASED SERUM COMPLEMENT FACTOR B,Enzyme
PROTEIN-LOSING ENTEROPATHY,Disease or Syndrome
INTOLERANCE TO PROTEIN,Biologically Active Substance
CLAVICLE PSEUDOARTHROSIS,Injury or Poisoning
PSYCHOTIC MENTATION,Mental or Behavioral Dysfunction
DELAYED MINERALIZATION OF PUBIC BONE,"Body Part, Organ, or Organ Component"
PULMONIC STENOSIS,Anatomical Abnormality
POOR OR ABSENT SMOOTH PURSUIT,Organ or Tissue Function
PYLORIC STENOSIS,Finding
BILATERAL ABSENCE OF RADIUS,"Body Part, Organ, or Organ Component"
CONSTRICTED RADIUS,"Body Part, Organ, or Organ Component"
RADIAL BOWING,"Body Part, Organ, or Organ Component"
DIFFUSE TELANGIECTASES,Research Activity
RECURRENT LOSS OF TOENAILS AND FINGERNAILS,Phenomenon or Process
RECURRENT STAPHYLOCOCCAL INFECTIONS,Phenomenon or Process
REDUCED REFLEXES,Organ or Tissue Function
AXONAL DEGENERATION/REGENERATION ON NERVE BIOPSY,Organ or Tissue Function
"RENAL FAILURE, REVERSIBLE",Disease or Syndrome
RENAL FAILURE IN ADULTHOOD,Disease or Syndrome
ABNORMALITY OF THE RENIN-ALDOSTERONE AXIS,"Amino Acid, Peptide, or Protein"
COLOBOMA OF IRIS AND RETINA,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE RETINA,"Body Part, Organ, or Organ Component"
ABNORMALITY OF RETINAL ARTERIES,Finding
PATCHY ATROPHY OF THE RETINAL PIGMENT EPITHELIUM,"Body Part, Organ, or Organ Component"
RETINAL PIGMENT CLUMPING,Organic Chemical
ABNORMALITY OF THE RETINAL VASCULATURE,Pharmacologic Substance
LARGE HYPERPIGMENTED RETINAL SPOTS,Pharmacologic Substance
ABNORMALITY OF RETINAL ARTERIES,Pharmacologic Substance
